,WRP
1149,-0.01304537840653075
1150,-0.038596065767348475
1151,0.17326575863161225
1152,
1153,-0.2830769230769231
1154,0.07570133655679112
1155,0.21336641507934637
1156,0.0882190737088196
1157,-0.0006764705554194173
1158,0.052337612767486885
1159,0.07982028486924447
1160,
1161,-0.024643455955928595
1162,0.048771746804729454
1163,-0.04651688024663014
1164,-0.06809147391363829
1165,0.01532360483788725
1166,-0.02460127513639704
1167,-0.1745512063140498
1168,
1169,
1170,0.1269270858805545
1171,0.1685770750988142
1172,-0.06117426321414127
1173,0.09041813620040412
1174,0.10909422170070082
1175,-0.0038705895364593568
1176,-0.0181689044125099
1177,0.10647092591341933
1178,0.05759068008047097
1179,0.08516884865869351
1180,0.016511914994265464
1181,-0.02800147475564979
1182,0.024575367112118884
1183,0.048969912075502164
1184,-0.01693442210827073
1185,-0.08147159664654774
1186,0.03813021872124728
1187,-0.016101642356769696
1188,0.14
1189,0.012131224069530155
1190,0.09329737259080989
1191,0.03542118042980341
1192,0.013333333333333308
1193,0.06491565029977858
1194,0.056971558992530535
1195,0.08365459776881456
1196,-0.11426034265852036
1197,0.07237966626957404
1198,-0.04281012183727545
1199,-0.0053475324036103555
1200,0.009163899835541611
1201,
1202,0.0934501210098082
1203,0.06316653145834583
1204,0.036703466702815934
1205,-0.031009742156450193
1206,-0.02865365358773908
1207,0.06324715631538785
1208,-0.032231889024266436
1209,-0.04846074532331718
1210,-0.0037420672342758365
1211,-0.043303294309037454
1212,0.05135374665945952
1213,0.037725062045395774
1214,0.06713610701991635
1215,-0.011284106221794765
1216,0.18930686532844654
1217,0.06997876326208269
1218,-0.038621146176008536
1219,-0.0025027513891320297
1220,0.05379287156966078
1221,-0.006396889303546871
1222,0.03466461954755973
1223,-0.003834831587009091
1224,0.14817060001250937
1225,0.06992969860512155
1226,-0.06095278880516808
1227,-0.007980897902261697
1228,0.0399196209694655
1229,0.08543002175783165
1230,0.08255716891813403
1231,0.02056317140586167
1232,0.06336153735353134
1233,0.03624826718075652
1234,-0.004535916407992058
1235,-0.035937095151887366
1236,-0.061363243236092546
1237,-0.14406182290914338
1238,0.014449019530077378
1239,0.010053151465014176
1240,-0.015199294112936468
1241,
1242,-0.05051953571125384
1243,-0.03868595172943001
1244,0.013559454191033105
1245,0.028350846562042342
1246,-0.12248776667792413
1247,0.11905423110883251
1248,0.004314454543103419
1249,-0.02282106219500568
1250,0.03518352806105221
1251,
1252,0.016829111164066657
1253,0.04290491523598361
1254,
1255,-0.07939028262940617
1256,-0.13076848343534442
1257,0.018961593940740873
1258,0.05219780219780221
1259,-0.02534038488679341
1260,-0.02350207206635413
1261,-0.024789186761024817
1262,0.04298191243511673
1263,-0.006091113800820225
1264,-0.016427339776174
1265,0.018881263864558517
1266,0.11122080932655742
1267,0.011776302137372907
1268,0.06805230380473343
1269,-0.01173079480942929
1270,-0.029714110427992935
1271,0.014816531689437085
1272,0.07031401711717622
1273,0.012416774750915072
1274,
1275,-0.07600997125548759
1276,0.025021649454964157
1277,-0.017727888362430222
1278,
1279,-0.04703999507462642
1280,-0.00612538250789274
1281,-0.017145969241858905
1282,-0.009927953461543793
1283,0.0898253966124346
1284,0.013045378406530694
1285,0.06309899485741
1286,-0.04096929064347182
1287,-0.012159141909645732
1288,-0.014029289680261403
1289,-0.044828274665827006
1290,0.06760902281050091
1291,-0.12015958047581571
1292,0.0405066888902505
1293,0.17378902334310103
1294,0.012092681432344932
1295,0.008726264909779236
1296,0.1063573930463238
1297,-0.019339418828027533
1298,-0.027849458407235017
1299,0.10168304858316857
1300,-0.1772518551473599
1301,0.01774294832898865
1302,0.06382035947460973
1303,0.014928545132719573
1304,-0.03921420468630393
