,RANK,POINTS,FS,W1SP,W2SP,WSP,WRP,TPW,TMW,ACES,DF,BP,COMPLETE,SERVEADV,winner,player1,player2
1153,-57.0,616.0,-0.1067485261190575,0.09261167205851095,-0.05441245884446266,0.013007295493373983,0.0018393865121344999,0.0048475530675892164,1.0,0.12020343977881251,0.084909491825682,-0.059999357367778394,0.007133199264175327,0.014846682005508482,0,Karen Khachanov,Dusan Lajovic
1154,-28.0,514.0,0.0008615739337408668,-0.05701336862695583,0.0607356831318242,-0.017193393022988945,0.0698189259754396,0.013810056086002498,-1.0,-0.21184824937899227,-0.049771882411968615,0.04229418242576144,0.03633846634197266,0.05262553295245065,1,Damir Dzumhur,Julien Benneteau
1155,-24.0,247.0,0.002290794944297736,0.03672164635985187,-0.05602025747730083,-0.0010357415609062448,0.051469712770762066,-0.014255742385904435,1.0,0.13936011164682643,-0.010612161921584679,0.14642135642135634,0.030713187497000694,0.05043397120985582,0,Mischa Zverev,Federico Delbonis
1156,-27.0,183.0,-0.11038208045613906,0.053889489987266725,0.008404932187490388,0.010515939175012368,0.0782879984926253,0.04196969696969699,0.0,-0.11028125918168322,0.07131921557862127,0.06767750852419052,0.0536159076430634,0.08880393766763767,1,Jan Lennard Struff,Marius Copil
1157,-24.0,984.0,0.0686160716513956,-0.04134720679353199,-0.05753903318462289,-0.0300678548675275,0.0473387076989058,-0.00346685444311734,1.0,-0.09275967797360182,-0.02627647869195747,-0.16667471417471413,0.013234619748039383,0.017270852831378303,0,Pablo Carreno Busta,Borna Coric
1158,-11.0,500.0,0.013416076376781438,-0.023041575985868312,-0.0007890967081867206,-0.012019872195795922,0.04532885321408464,0.002139331621499485,-1.0,-0.03886260977775689,0.01580516903965573,-0.09487092428268895,0.019614845010893306,0.03330898101828872,1,Diego Sebastian Schwartzman,Adrian Mannarino
1159,-104.0,995.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1,Feliciano Lopez,Pablo Andujar
1160,-36.0,443.0,-0.07408933391857708,0.010169990544641405,0.04300110236871646,0.009769757064946094,-0.04872602303905965,0.030765679019683634,-1.0,0.1786479424714719,0.005473045473045446,0.010345692954388586,-0.022063930995514236,-0.03895626597411356,1,Gael Monfils,Nikoloz Basilashvili
1161,-87.0,4522.0,0.13200600573740384,0.0315174321017776,0.07812453501419925,0.08008282084032803,0.06680654961724336,0.06274892920500702,1.0,0.22178797364515848,-0.0011133812541680443,0.023030303030302957,0.07248942442350301,0.1468893704575714,1,Alexander Zverev,Evgeny Donskoy
1162,-8.0,194.0,0.1291005159269788,0.1235953417043889,0.04990328033291763,0.0954459130036096,0.030129840690371834,0.01630774410382041,1.0,-0.0831546324512365,0.04841754021725232,0.14046296296296285,0.03594846606726493,0.12557575369398144,0,Fernando Verdasco,Leonardo Mayer
1163,-5.0,85.0,0.00230564546436407,-0.04887363730126515,0.0033737989425489112,-0.028108855569186963,-0.011697729900600307,-0.005564459009712808,-1.0,-0.05385374363007722,-0.052190615157982165,0.023809030475697046,-0.017620956292208778,-0.03980658546978727,0,Albert Ramos,Pablo Cuevas
1164,-50.0,2205.0,0.09731958215434422,0.06281495813498705,0.07724743767018727,0.08973825588962991,-0.03485219163761988,0.0014537116273292128,1.0,0.2964287567791227,-0.0226787022427537,0.00029761904761904656,0.0033906617693853502,0.054886064252010036,1,John Isner,Ryan Harrison
1165,-20.0,3245.0,-0.008720809091450121,0.008460084024003223,0.020190824350846515,0.00969732647865762,0.05523842859347383,0.036333432809276145,1.0,-0.1966974272710989,0.05691215159287011,0.1320995531079564,0.03790391970921514,0.06493575507213145,0,Grigor Dimitrov,Milos Raonic
1166,-7.0,108.0,0.06064986507028747,-0.0054464045505207,0.12026515481177996,0.06290490241694568,-0.014584159897248816,-0.005857348148495589,-1.0,0.020103401784800967,-0.037013842037526806,0.02582972582972587,0.011780439907877638,0.04832074251969687,1,Denis Shapovalov,Benoit Paire
1167,-10.0,463.0,0.08456499784290272,0.0382922045248546,-0.05373232923590471,0.022393979266310704,0.05116785735528051,0.011483708826318995,1.0,-0.044282053442214225,-0.023356276606828194,0.06223845598845601,0.04280091115711296,0.07356183662159121,0,Novak Djokovic,Kyle Edmund
1168,-34.0,1900.0,-0.015253703947975428,-0.008067802976925553,0.060899451945533034,0.016154291814362343,0.06147666726769052,0.004934957713486621,0.33333333333333326,-0.0408368637681496,-0.018081207445419745,0.04848337689246773,0.04602921566034274,0.07763095908205286,1,David Goffin,Robin Haase
1169,-88.0,2711.0,-0.03444394527664185,0.1627285961687822,0.06048685048448532,0.1250866131164199,-0.029614263726213508,-0.01431673432784164,-1.0,0.362087146828171,0.07993864451681788,0.01955627705627705,0.026160905528452044,0.09547234939020638,1,Kevin Anderson,Mikhail Kukushkin
1170,-14.0,725.0,0.05573508176302977,-0.08741374541539304,0.057554431612149126,-0.02273240079255301,0.03852125214214813,0.01673244039877353,1.0,-0.06926842323064791,0.01985384273109078,-0.15163800705467356,0.013509331442572603,0.015788851349595123,0,Roberto Bautista Agut,Philipp Kohlschreiber
