,WRP1
949,0.3624955072084741
950,0.3865398983496468
951,0.4075242718446602
952,0.3644506389788282
953,0.31848807531497586
954,0.3398643973896242
955,0.31488754281462145
956,0.3466369076813559
957,0.38842588781516646
958,0.3424657534246575
959,0.5433412176059235
960,0.4519056261343013
961,0.3809766587274677
962,0.379171961108981
963,0.3815217391304348
964,0.40111924497355533
965,0.3225806451612903
966,
967,0.2957541516863551
968,0.3735632183908046
969,0.35888377160981744
970,0.3595505617977528
971,0.31721767547425056
972,0.46969492740592594
973,0.39485669821931013
974,0.4814361297557537
975,0.384631781025918
976,0.3712201960429283
977,0.4429628690548256
978,0.34690092155756086
979,0.40595479327121053
980,0.3868403215343905
981,0.37024033389753336
982,0.37748833682299
983,0.44230318532720203
984,0.4140032905642519
985,0.3566651454039342
986,0.4861568026562247
987,0.3533786714084838
988,0.4063072328809431
989,0.3452334273752694
990,0.36024570681180784
991,0.37010810530939336
992,0.35196226623468585
993,0.3728936004931093
994,0.3631934985624194
995,0.36612245498378965
996,0.35883570909962653
997,0.4640643665705136
998,0.41191835629352486
999,0.31230149634070137
1000,0.37681493196992705
1001,0.27032243923390764
1002,0.335827405782318
1003,0.3038196545969776
1004,0.37377404338122905
1005,0.25083634246974196
1006,0.34737723273723425
1007,0.3610452468612176
1008,0.35648695537928776
1009,0.29041025695859046
1010,0.37172598014054303
1011,0.3900399789797073
1012,0.3835564891770394
1013,0.3156351648135336
1014,0.36415094339622645
1015,0.37008572576526433
1016,0.4241576076213142
1017,0.30624273849217143
1018,0.37548123393234145
1019,0.4235908029160886
1020,0.4011199267647785
1021,0.35758558346551633
1022,0.36900254247077624
1023,0.41935483870967744
1024,0.40647330811265237
1025,0.3879646445911076
1026,0.34146544617789354
1027,0.39119629060279226
1028,0.3487907317014724
1029,0.2847466476892303
1030,0.3929633352946061
1031,0.38684350826151404
1032,0.3855111269376421
1033,0.3393910517153091
1034,0.26487020891582586
1035,0.3947832352665238
1036,0.4208281913898208
1037,0.4272159270484809
1038,0.3866748725466399
1039,0.4091598772804333
1040,0.35913915191112333
1041,0.34403356791932327
1042,0.36786384144419776
1043,0.32359285513614605
1044,0.34937122300062284
1045,0.27599460768652967
1046,0.3989935870611192
1047,0.4083314111271158
1048,0.39485669821931013
1049,0.3665361443060924
1050,0.34689432595887404
1051,0.5099911721002829
1052,0.4140032905642519
1053,0.3618404281530495
1054,0.42351744457933843
1055,0.4243062147752026
1056,
1057,0.296195652173913
1058,0.3634127749310044
1059,0.38123855036689763
1060,0.36161876696163
1061,0.3425925925925926
1062,0.47323085764684975
1063,0.35686740567790604
1064,0.28176697436054815
1065,0.40001869382922484
1066,0.3535178858877487
1067,0.35014736010276243
1068,0.3359804048301598
1069,0.3373929171867075
1070,0.35723069680418923
1071,0.3592241629051922
1072,0.3350210353526492
