,tourney_id,tourney_name,round,winner_id,winner_name,loser_id,loser_name,winner_rank,winner_rank_points,loser_rank,loser_rank_points,w_ace,l_ace,w_df,l_df,w_svpt,w_1stWon,w_1stIn,l_svpt,l_1stWon,l_1stIn,w_2ndWon,l_2ndWon,w_ret_w,w_ret_tot,l_ret_w,l_ret_tot,WRP,WRP2
0,2017-M020,Brisbane,F,105777,Grigor Dimitrov,105453,Kei Nishikori,17.0,2035.0,5.0,4905.0,7.0,4.0,2.0,0.0,77.0,41.0,52.0,69.0,36.0,49.0,12.0,9.0,24,69,24,77,0.012796011496060855,0.012796011496060855
1,2017-M020,Brisbane,SF,105777,Grigor Dimitrov,105683,Milos Raonic,17.0,2035.0,3.0,5450.0,4.0,4.0,1.0,3.0,58.0,27.0,36.0,61.0,24.0,28.0,18.0,16.0,21,61,13,58,0.05523842859347383,0.05523842859347383
2,2017-M020,Brisbane,SF,105453,Kei Nishikori,104527,Stanislas Wawrinka,5.0,4905.0,4.0,5315.0,1.0,9.0,1.0,2.0,77.0,37.0,56.0,61.0,27.0,37.0,14.0,10.0,24,61,26,77,-0.06467328665403249,-0.06467328665403249
3,2017-M020,Brisbane,QF,105683,Milos Raonic,104745,Rafael Nadal,3.0,5450.0,9.0,3300.0,23.0,4.0,3.0,0.0,97.0,50.0,62.0,84.0,39.0,61.0,16.0,14.0,31,84,31,97,-0.12195197318349194,-0.12195197318349194
4,2017-M020,Brisbane,QF,105777,Grigor Dimitrov,106233,Dominic Thiem,17.0,2035.0,8.0,3415.0,3.0,6.0,3.0,5.0,94.0,42.0,52.0,82.0,29.0,37.0,23.0,24.0,29,82,29,94,0.006865079265154284,0.006865079265154284
5,2017-M020,Brisbane,QF,105453,Kei Nishikori,111442,Jordan Thompson,5.0,4905.0,79.0,689.0,3.0,1.0,0.0,2.0,34.0,18.0,19.0,47.0,15.0,28.0,10.0,5.0,27,47,6,34,0.027893674975967675,0.027893674975967675
6,2017-M020,Brisbane,QF,104527,Stanislas Wawrinka,106378,Kyle Edmund,4.0,5315.0,45.0,1001.0,11.0,2.0,3.0,2.0,119.0,47.0,67.0,97.0,52.0,65.0,28.0,11.0,34,97,44,119,0.017200163288871195,0.017200163288871195
7,2017-M020,Brisbane,R16,105683,Milos Raonic,106043,Diego Sebastian Schwartzman,3.0,5450.0,52.0,864.0,12.0,0.0,1.0,1.0,53.0,30.0,40.0,44.0,17.0,29.0,7.0,6.0,21,44,16,53,-0.10140736782206411,-0.10140736782206411
8,2017-M020,Brisbane,R16,104745,Rafael Nadal,104999,Mischa Zverev,9.0,3300.0,51.0,874.0,1.0,2.0,2.0,2.0,38.0,15.0,18.0,38.0,13.0,25.0,15.0,3.0,22,38,8,38,0.1475510275161851,0.1475510275161851
9,2017-M020,Brisbane,R16,106233,Dominic Thiem,105032,Samuel Groth,8.0,3415.0,180.0,320.0,11.0,11.0,1.0,1.0,65.0,36.0,44.0,58.0,34.0,35.0,15.0,9.0,15,58,14,65,-0.19482758620689658,-0.19482758620689658
10,2017-M020,Brisbane,R16,105777,Grigor Dimitrov,103917,Nicolas Mahut,17.0,2035.0,39.0,1102.0,8.0,4.0,0.0,3.0,46.0,25.0,27.0,52.0,27.0,37.0,12.0,4.0,21,52,9,46,0.07269191039923861,0.07269191039923861
11,2017-M020,Brisbane,R16,111442,Jordan Thompson,103970,David Ferrer,79.0,689.0,21.0,1785.0,5.0,2.0,2.0,4.0,103.0,49.0,65.0,103.0,42.0,64.0,18.0,23.0,38,103,36,103,-0.04445395521699247,-0.04445395521699247
12,2017-M020,Brisbane,R16,105453,Kei Nishikori,111577,Jared Donaldson,5.0,4905.0,105.0,570.0,3.0,6.0,3.0,4.0,107.0,47.0,66.0,95.0,32.0,54.0,18.0,20.0,43,95,42,107,0.04096932605275172,0.04096932605275172
13,2017-M020,Brisbane,R16,106378,Kyle Edmund,106298,Lucas Pouille,45.0,1001.0,15.0,2156.0,6.0,3.0,1.0,2.0,44.0,22.0,27.0,34.0,15.0,18.0,11.0,6.0,13,34,11,44,-0.015434341919967787,-0.015434341919967787
14,2017-M020,Brisbane,R16,104527,Stanislas Wawrinka,104678,Viktor Troicki,4.0,5315.0,29.0,1385.0,7.0,5.0,2.0,7.0,64.0,33.0,41.0,71.0,39.0,46.0,15.0,8.0,24,71,16,64,-0.015606258626114533,-0.015606258626114533
15,2017-M020,Brisbane,R32,106043,Diego Sebastian Schwartzman,105023,Sam Querrey,52.0,864.0,31.0,1355.0,2.0,3.0,0.0,7.0,47.0,21.0,29.0,50.0,15.0,25.0,11.0,9.0,26,50,15,47,0.10661700017129955,0.10661700017129955
16,2017-M020,Brisbane,R32,104999,Mischa Zverev,200282,Alex De Minaur,51.0,874.0,351.0,132.0,3.0,2.0,3.0,4.0,57.0,30.0,42.0,46.0,14.0,26.0,9.0,12.0,20,46,18,57,-0.03721940253625511,-0.03721940253625511
17,2017-M020,Brisbane,R32,104745,Rafael Nadal,105238,Alexandr Dolgopolov,9.0,3300.0,62.0,760.0,2.0,2.0,1.0,2.0,52.0,26.0,36.0,53.0,20.0,28.0,10.0,7.0,26,53,16,52,0.09520959637994802,0.09520959637994802
18,2017-M020,Brisbane,R32,105032,Samuel Groth,105732,Pierre Hugues Herbert,180.0,320.0,78.0,698.0,20.0,9.0,5.0,5.0,106.0,45.0,59.0,87.0,33.0,48.0,28.0,24.0,30,87,33,106,-0.1035405690200211,-0.1035405690200211
19,2017-M020,Brisbane,R32,103917,Nicolas Mahut,103565,Stephane Robert,39.0,1102.0,54.0,854.0,13.0,9.0,3.0,8.0,86.0,42.0,55.0,94.0,29.0,46.0,17.0,30.0,35,94,27,86,0.06495639389632635,0.06495639389632635
20,2017-M020,Brisbane,R32,105777,Grigor Dimitrov,105449,Steve Johnson,17.0,2035.0,33.0,1320.0,3.0,2.0,0.0,3.0,48.0,23.0,25.0,57.0,21.0,36.0,12.0,7.0,29,57,13,48,0.07762420878398912,0.07762420878398912
21,2017-M020,Brisbane,R32,103970,David Ferrer,106071,Bernard Tomic,21.0,1785.0,26.0,1465.0,3.0,5.0,5.0,8.0,52.0,25.0,30.0,74.0,29.0,44.0,12.0,12.0,33,74,15,52,0.12464150010277503,0.12464150010277503
22,2017-M020,Brisbane,R32,111442,Jordan Thompson,111200,Elias Ymer,79.0,689.0,160.0,372.0,1.0,1.0,0.0,6.0,46.0,26.0,28.0,74.0,23.0,43.0,6.0,13.0,38,74,14,46,0.013888888888888895,0.013888888888888895
23,2017-M020,Brisbane,R32,111577,Jared Donaldson,104180,Gilles Muller,105.0,570.0,34.0,1255.0,12.0,10.0,2.0,2.0,55.0,27.0,33.0,58.0,27.0,37.0,13.0,7.0,24,58,15,55,0.02421151118543574,0.02421151118543574
24,2017-M020,Brisbane,R32,106298,Lucas Pouille,104468,Gilles Simon,15.0,2156.0,25.0,1585.0,7.0,1.0,2.0,4.0,102.0,37.0,52.0,76.0,29.0,42.0,24.0,16.0,31,76,41,102,-0.035931489218779644,-0.035931489218779644
25,2017-M020,Brisbane,R32,106378,Kyle Edmund,124014,Ernesto Escobedo,45.0,1001.0,141.0,443.0,11.0,11.0,2.0,3.0,83.0,37.0,48.0,113.0,39.0,67.0,19.0,27.0,47,113,27,83,0.09471443511522154,0.09471443511522154
26,2017-M020,Brisbane,R32,104678,Viktor Troicki,106415,Yoshihito Nishioka,29.0,1385.0,100.0,604.0,11.0,0.0,5.0,1.0,64.0,35.0,45.0,82.0,33.0,53.0,6.0,13.0,36,82,23,64,-0.04737587976427138,-0.04737587976427138
27,2017-0891,Chennai,F,105138,Roberto Bautista Agut,106421,Daniil Medvedev,14.0,2350.0,99.0,611.0,4.0,8.0,1.0,4.0,49.0,32.0,38.0,63.0,30.0,42.0,9.0,9.0,24,63,8,49,0.04312112995947198,0.04312112995947198
28,2017-0891,Chennai,SF,106421,Daniil Medvedev,104534,Dudi Sela,99.0,611.0,96.0,616.0,4.0,3.0,2.0,2.0,96.0,42.0,59.0,92.0,40.0,65.0,21.0,17.0,35,92,33,96,0.10034660672395712,0.10034660672395712
29,2017-0891,Chennai,SF,105138,Roberto Bautista Agut,105332,Benoit Paire,14.0,2350.0,47.0,960.0,3.0,8.0,1.0,3.0,53.0,26.0,36.0,53.0,18.0,27.0,10.0,9.0,26,53,17,53,0.01242692845849458,0.01242692845849458
30,2017-0891,Chennai,QF,106421,Daniil Medvedev,106075,Jozef Kovalik,99.0,611.0,117.0,501.0,8.0,3.0,2.0,5.0,55.0,28.0,37.0,69.0,26.0,45.0,7.0,9.0,34,69,20,55,0.10128495842781554,0.10128495842781554
31,2017-0891,Chennai,QF,104534,Dudi Sela,105077,Albert Ramos,96.0,616.0,27.0,1435.0,9.0,2.0,1.0,1.0,75.0,32.0,48.0,67.0,29.0,41.0,16.0,11.0,27,67,27,75,-0.025222557317074346,-0.025222557317074346
32,2017-0891,Chennai,QF,105332,Benoit Paire,105379,Aljaz Bedene,47.0,960.0,101.0,592.0,4.0,4.0,4.0,3.0,45.0,20.0,22.0,42.0,14.0,26.0,14.0,5.0,23,42,11,45,-0.023149407305552316,-0.023149407305552316
33,2017-0891,Chennai,QF,105138,Roberto Bautista Agut,104022,Mikhail Youzhny,14.0,2350.0,57.0,826.0,1.0,2.0,3.0,2.0,78.0,34.0,54.0,84.0,36.0,56.0,13.0,15.0,33,84,31,78,0.050885708763856397,0.050885708763856397
34,2017-0891,Chennai,R16,106075,Jozef Kovalik,105227,Marin Cilic,117.0,501.0,6.0,3650.0,8.0,18.0,2.0,2.0,130.0,55.0,83.0,113.0,53.0,69.0,30.0,26.0,34,113,45,130,-0.08563013034797551,-0.08563013034797551
35,2017-0891,Chennai,R16,106421,Daniil Medvedev,104229,Yen Hsun Lu,99.0,611.0,64.0,754.0,6.0,2.0,1.0,3.0,69.0,24.0,36.0,57.0,14.0,28.0,18.0,15.0,28,57,27,69,0.06454180325695835,0.06454180325695835
36,2017-0891,Chennai,R16,105077,Albert Ramos,104327,Steve Darcis,27.0,1435.0,86.0,658.0,1.0,0.0,3.0,1.0,53.0,23.0,33.0,43.0,15.0,34.0,12.0,3.0,25,43,18,53,-0.0064323221910674855,-0.0064323221910674855
37,2017-0891,Chennai,R16,104534,Dudi Sela,111202,Hyeon Chung,96.0,616.0,104.0,571.0,2.0,2.0,1.0,3.0,46.0,20.0,28.0,56.0,18.0,34.0,10.0,7.0,31,56,16,46,-0.035891360097640324,-0.035891360097640324
38,2017-0891,Chennai,R16,105332,Benoit Paire,106026,Yuki Bhambri,47.0,960.0,474.0,83.0,12.0,0.0,3.0,2.0,79.0,35.0,47.0,75.0,31.0,55.0,18.0,13.0,31,75,26,79,,
39,2017-0891,Chennai,R16,105379,Aljaz Bedene,105373,Martin Klizan,101.0,592.0,35.0,1230.0,14.0,4.0,4.0,3.0,123.0,59.0,67.0,135.0,70.0,103.0,23.0,16.0,49,135,41,123,0.016742106857520145,0.016742106857520145
40,2017-0891,Chennai,R16,104022,Mikhail Youzhny,105952,Renzo Olivo,57.0,826.0,83.0,670.0,0.0,3.0,2.0,4.0,63.0,30.0,40.0,68.0,28.0,44.0,12.0,6.0,34,68,21,63,-0.0031579178678960984,-0.0031579178678960984
41,2017-0891,Chennai,R16,105138,Roberto Bautista Agut,104297,Rogerio Dutra Silva,14.0,2350.0,98.0,613.0,3.0,6.0,2.0,1.0,55.0,26.0,31.0,52.0,24.0,34.0,14.0,6.0,22,52,15,55,0.0237499427751518,0.0237499427751518
42,2017-0891,Chennai,R32,106075,Jozef Kovalik,105671,Gastao Elias,117.0,501.0,81.0,675.0,4.0,7.0,1.0,2.0,101.0,47.0,63.0,90.0,34.0,47.0,21.0,24.0,32,90,33,101,,
43,2017-0891,Chennai,R32,106421,Daniil Medvedev,106329,Thiago Monteiro,99.0,611.0,82.0,674.0,8.0,2.0,4.0,3.0,72.0,33.0,46.0,67.0,25.0,43.0,12.0,11.0,31,67,27,72,0.04464824685263741,0.04464824685263741
44,2017-0891,Chennai,R32,104229,Yen Hsun Lu,105430,Radu Albot,64.0,754.0,97.0,614.0,4.0,1.0,4.0,2.0,38.0,16.0,19.0,51.0,12.0,25.0,12.0,8.0,31,51,10,38,0.03440714573742609,0.03440714573742609
45,2017-0891,Chennai,R32,104327,Steve Darcis,105254,Nikola Mektic,86.0,658.0,331.0,144.0,1.0,4.0,0.0,0.0,39.0,20.0,25.0,48.0,15.0,30.0,12.0,9.0,24,48,7,39,,
46,2017-0891,Chennai,R32,104534,Dudi Sela,106000,Damir Dzumhur,96.0,616.0,77.0,699.0,2.0,1.0,0.0,4.0,53.0,28.0,36.0,57.0,17.0,29.0,11.0,10.0,30,57,14,53,-0.01713585788941341,-0.01713585788941341
47,2017-0891,Chennai,R32,111202,Hyeon Chung,106432,Borna Coric,104.0,571.0,48.0,945.0,6.0,2.0,4.0,2.0,67.0,27.0,32.0,89.0,30.0,54.0,15.0,15.0,44,89,25,67,0.05375359003163477,0.05375359003163477
48,2017-0891,Chennai,R32,105332,Benoit Paire,104505,Konstantin Kravchuk,47.0,960.0,85.0,660.0,4.0,9.0,5.0,6.0,59.0,23.0,26.0,58.0,27.0,38.0,20.0,9.0,22,58,16,59,0.0198276508024936,0.0198276508024936
49,2017-0891,Chennai,R32,106026,Yuki Bhambri,106368,Ramkumar Ramanathan,474.0,83.0,227.0,231.0,0.0,2.0,2.0,3.0,36.0,22.0,26.0,44.0,13.0,27.0,7.0,5.0,26,44,7,36,0.16666666666666669,0.16666666666666669
50,2017-0891,Chennai,R32,105379,Aljaz Bedene,104198,Guillermo Garcia Lopez,101.0,592.0,70.0,725.0,7.0,2.0,4.0,2.0,59.0,27.0,37.0,53.0,24.0,33.0,14.0,8.0,21,53,18,59,0.04534390023420504,0.04534390023420504
51,2017-0891,Chennai,R32,104022,Mikhail Youzhny,105031,Saketh Myneni,57.0,826.0,192.0,287.0,1.0,6.0,0.0,4.0,61.0,29.0,37.0,70.0,28.0,38.0,16.0,15.0,27,70,16,61,,
52,2017-0891,Chennai,R32,105952,Renzo Olivo,134770,Casper Ruud,83.0,670.0,225.0,231.0,5.0,1.0,2.0,3.0,60.0,27.0,33.0,69.0,35.0,51.0,18.0,8.0,26,69,15,60,0.001823995237112852,0.001823995237112852
53,2017-0891,Chennai,R32,104297,Rogerio Dutra Silva,105583,Dusan Lajovic,98.0,613.0,93.0,627.0,12.0,2.0,4.0,2.0,117.0,51.0,70.0,127.0,59.0,95.0,23.0,18.0,50,127,43,117,-0.06687311468458429,-0.06687311468458429
54,2017-0451,Doha,F,104925,Novak Djokovic,104918,Andy Murray,2.0,11780.0,1.0,12410.0,2.0,8.0,3.0,4.0,110.0,54.0,79.0,84.0,39.0,50.0,19.0,16.0,29,84,37,110,-0.04205962361060245,-0.04205962361060245
55,2017-0451,Doha,SF,104918,Andy Murray,104607,Tomas Berdych,1.0,12410.0,10.0,3060.0,10.0,2.0,1.0,1.0,67.0,33.0,42.0,63.0,23.0,34.0,11.0,12.0,28,63,23,67,0.09559025253032655,0.09559025253032655
56,2017-0451,Doha,SF,104925,Novak Djokovic,104269,Fernando Verdasco,2.0,11780.0,42.0,1035.0,3.0,2.0,1.0,3.0,93.0,45.0,57.0,101.0,44.0,70.0,15.0,16.0,41,101,33,93,-0.0013480072133100762,-0.0013480072133100762
57,2017-0451,Doha,QF,104918,Andy Murray,104597,Nicolas Almagro,1.0,12410.0,44.0,1013.0,5.0,4.0,3.0,4.0,79.0,34.0,51.0,89.0,30.0,44.0,17.0,21.0,38,89,28,79,0.06875018683349465,0.06875018683349465
58,2017-0451,Doha,QF,104607,Tomas Berdych,104542,Jo Wilfried Tsonga,10.0,3060.0,12.0,2550.0,9.0,6.0,1.0,0.0,85.0,39.0,51.0,52.0,25.0,32.0,19.0,11.0,16,52,27,85,-0.005156119555668859,-0.005156119555668859
59,2017-0451,Doha,QF,104269,Fernando Verdasco,103333,Ivo Karlovic,42.0,1035.0,20.0,1795.0,2.0,13.0,1.0,4.0,58.0,34.0,48.0,67.0,31.0,42.0,7.0,8.0,28,67,17,58,0.17242444637470566,0.17242444637470566
60,2017-0451,Doha,QF,104925,Novak Djokovic,103285,Radek Stepanek,2.0,11780.0,107.0,558.0,3.0,2.0,3.0,5.0,56.0,26.0,35.0,61.0,25.0,33.0,12.0,6.0,30,61,18,56,0.08750000000000002,0.08750000000000002
61,2017-0451,Doha,R16,104918,Andy Murray,105589,Gerald Melzer,1.0,12410.0,68.0,728.0,10.0,2.0,0.0,3.0,76.0,36.0,46.0,105.0,45.0,74.0,13.0,12.0,48,105,27,76,,
62,2017-0451,Doha,R16,104597,Nicolas Almagro,104259,Philipp Kohlschreiber,44.0,1013.0,32.0,1325.0,11.0,8.0,1.0,1.0,78.0,32.0,44.0,80.0,38.0,49.0,21.0,15.0,27,80,25,78,-0.009991881354496024,-0.009991881354496024
63,2017-0451,Doha,R16,104607,Tomas Berdych,106210,Jiri Vesely,10.0,3060.0,55.0,848.0,13.0,9.0,3.0,2.0,79.0,39.0,47.0,84.0,36.0,55.0,14.0,16.0,32,84,26,79,0.07408782365075484,0.07408782365075484
64,2017-0451,Doha,R16,104542,Jo Wilfried Tsonga,104460,Dustin Brown,12.0,2550.0,72.0,710.0,12.0,1.0,2.0,1.0,39.0,22.0,26.0,44.0,16.0,29.0,11.0,7.0,21,44,6,39,0.041339165225083296,0.041339165225083296
65,2017-0451,Doha,R16,103333,Ivo Karlovic,111575,Karen Khachanov,20.0,1795.0,53.0,863.0,16.0,13.0,4.0,4.0,73.0,42.0,45.0,70.0,34.0,42.0,17.0,19.0,17,70,14,73,-0.09317513907436237,-0.09317513907436237
66,2017-0451,Doha,R16,104269,Fernando Verdasco,105676,David Goffin,42.0,1035.0,11.0,2750.0,6.0,2.0,2.0,0.0,87.0,39.0,56.0,68.0,25.0,41.0,12.0,12.0,31,68,36,87,0.008002324527287441,0.008002324527287441
67,2017-0451,Doha,R16,103285,Radek Stepanek,105963,Arthur De Greef,107.0,558.0,134.0,456.0,0.0,5.0,2.0,4.0,58.0,23.0,31.0,59.0,21.0,38.0,13.0,8.0,30,59,22,58,,
68,2017-0451,Doha,R16,104925,Novak Djokovic,104547,Horacio Zeballos,2.0,11780.0,71.0,722.0,4.0,4.0,1.0,2.0,47.0,29.0,33.0,54.0,22.0,34.0,11.0,11.0,21,54,7,47,0.08666176458256009,0.08666176458256009
69,2017-0451,Doha,R32,104918,Andy Murray,104871,Jeremy Chardy,1.0,12410.0,69.0,725.0,6.0,3.0,1.0,7.0,55.0,34.0,40.0,66.0,26.0,41.0,8.0,7.0,33,66,13,55,0.03846722241194367,0.03846722241194367
70,2017-0451,Doha,R32,105589,Gerald Melzer,103908,Paul Henri Mathieu,68.0,728.0,73.0,710.0,13.0,7.0,3.0,4.0,100.0,53.0,80.0,95.0,42.0,52.0,10.0,10.0,43,95,37,100,,
71,2017-0451,Doha,R32,104597,Nicolas Almagro,103893,Paolo Lorenzi,44.0,1013.0,40.0,1090.0,13.0,5.0,2.0,3.0,104.0,39.0,55.0,90.0,38.0,57.0,26.0,18.0,34,90,39,104,0.04493936226918466,0.04493936226918466
72,2017-0451,Doha,R32,104259,Philipp Kohlschreiber,104291,Malek Jaziri,32.0,1325.0,58.0,814.0,4.0,6.0,3.0,4.0,73.0,33.0,44.0,79.0,30.0,49.0,14.0,13.0,36,79,26,73,0.06321720412512727,0.06321720412512727
73,2017-0451,Doha,R32,104607,Tomas Berdych,105561,Alessandro Giannessi,10.0,3060.0,128.0,475.0,5.0,6.0,2.0,2.0,54.0,26.0,31.0,71.0,30.0,42.0,18.0,14.0,27,71,10,54,0.04312831396606909,0.04312831396606909
74,2017-0451,Doha,R32,106210,Jiri Vesely,105551,Anil Yuksel,55.0,848.0,507.0,73.0,13.0,1.0,2.0,1.0,41.0,27.0,29.0,65.0,25.0,40.0,9.0,11.0,29,65,5,41,,
75,2017-0451,Doha,R32,104460,Dustin Brown,105487,Facundo Bagnis,72.0,710.0,56.0,835.0,7.0,7.0,4.0,7.0,86.0,41.0,57.0,91.0,41.0,59.0,18.0,15.0,35,91,27,86,-0.08186011018214195,-0.08186011018214195
76,2017-0451,Doha,R32,104542,Jo Wilfried Tsonga,105723,Andrey Kuznetsov,12.0,2550.0,46.0,970.0,9.0,5.0,2.0,1.0,67.0,31.0,37.0,66.0,29.0,41.0,20.0,10.0,27,66,16,67,0.003721488620601565,0.003721488620601565
77,2017-0451,Doha,R32,103333,Ivo Karlovic,105011,Illya Marchenko,20.0,1795.0,74.0,705.0,13.0,2.0,4.0,1.0,73.0,43.0,50.0,69.0,40.0,52.0,13.0,10.0,19,69,17,73,-0.08496778048826376,-0.08496778048826376
78,2017-0451,Doha,R32,111575,Karen Khachanov,122570,Mubarak Al Harrasi,53.0,863.0,1277.0,5.0,4.0,3.0,1.0,4.0,38.0,16.0,17.0,62.0,22.0,34.0,16.0,9.0,31,62,6,38,,
79,2017-0451,Doha,R32,104269,Fernando Verdasco,105577,Vasek Pospisil,42.0,1035.0,133.0,456.0,0.0,5.0,1.0,1.0,52.0,25.0,36.0,55.0,19.0,29.0,11.0,8.0,28,55,16,52,0.018580176339401566,0.018580176339401566
80,2017-0451,Doha,R32,105676,David Goffin,104898,Robin Haase,11.0,2750.0,59.0,795.0,6.0,7.0,0.0,1.0,72.0,31.0,44.0,62.0,23.0,34.0,17.0,12.0,27,62,24,72,0.06147666726769052,0.06147666726769052
81,2017-0451,Doha,R32,103285,Radek Stepanek,104571,Marcos Baghdatis,107.0,558.0,36.0,1140.0,2.0,2.0,7.0,1.0,88.0,24.0,38.0,66.0,23.0,39.0,26.0,12.0,31,66,38,88,,
82,2017-0451,Doha,R32,105963,Arthur De Greef,105633,Mohamed Safwat,134.0,456.0,199.0,278.0,6.0,14.0,2.0,1.0,112.0,47.0,66.0,100.0,44.0,61.0,28.0,25.0,31,100,37,112,,
83,2017-0451,Doha,R32,104547,Horacio Zeballos,104252,Florian Mayer,71.0,722.0,50.0,903.0,9.0,14.0,4.0,3.0,117.0,55.0,71.0,120.0,57.0,71.0,27.0,23.0,40,120,35,117,-0.008372903526064679,-0.008372903526064679
84,2017-0451,Doha,R32,104925,Novak Djokovic,105526,Jan Lennard Struff,2.0,11780.0,63.0,758.0,4.0,9.0,4.0,1.0,55.0,33.0,39.0,74.0,26.0,41.0,6.0,14.0,34,74,16,55,0.05397648610747424,0.05397648610747424
85,2017-0301,Auckland,F,106058,Jack Sock,105311,Joao Sousa,23.0,1710.0,44.0,1030.0,13.0,10.0,3.0,3.0,78.0,43.0,54.0,95.0,40.0,60.0,11.0,14.0,41,95,24,78,-0.01642434242092189,-0.01642434242092189
86,2017-0301,Auckland,SF,105311,Joao Sousa,104571,Marcos Baghdatis,44.0,1030.0,36.0,1140.0,3.0,1.0,2.0,5.0,59.0,32.0,41.0,48.0,15.0,21.0,11.0,13.0,20,48,16,59,0.028663683904861237,0.028663683904861237
87,2017-0301,Auckland,SF,106058,Jack Sock,105449,Steve Johnson,23.0,1710.0,33.0,1320.0,2.0,3.0,3.0,4.0,57.0,23.0,30.0,52.0,26.0,33.0,16.0,9.0,17,52,18,57,0.016822891843461196,0.016822891843461196
88,2017-0301,Auckland,QF,104571,Marcos Baghdatis,106210,Jiri Vesely,36.0,1140.0,54.0,848.0,12.0,5.0,1.0,1.0,45.0,24.0,27.0,59.0,23.0,40.0,12.0,9.0,27,59,9,45,-0.0031904822854598724,-0.0031904822854598724
89,2017-0301,Auckland,QF,105311,Joao Sousa,104898,Robin Haase,44.0,1030.0,58.0,795.0,1.0,5.0,0.0,2.0,53.0,26.0,32.0,45.0,19.0,29.0,13.0,7.0,19,45,14,53,0.003385403081827776,0.003385403081827776
90,2017-0301,Auckland,QF,106058,Jack Sock,104871,Jeremy Chardy,23.0,1710.0,71.0,705.0,12.0,14.0,2.0,7.0,87.0,43.0,57.0,131.0,54.0,86.0,18.0,23.0,54,131,26,87,0.02036255990574637,0.02036255990574637
91,2017-0301,Auckland,QF,105449,Steve Johnson,104545,John Isner,33.0,1320.0,19.0,1850.0,12.0,19.0,2.0,4.0,94.0,51.0,60.0,105.0,59.0,78.0,22.0,15.0,31,105,21,94,0.0442942281543266,0.0442942281543266
92,2017-0301,Auckland,R16,106210,Jiri Vesely,104907,Jose Rubin Statham,54.0,848.0,434.0,94.0,15.0,8.0,6.0,2.0,105.0,53.0,66.0,90.0,50.0,64.0,26.0,16.0,24,90,26,105,,
93,2017-0301,Auckland,R16,104571,Marcos Baghdatis,104460,Dustin Brown,36.0,1140.0,70.0,718.0,12.0,6.0,5.0,6.0,109.0,48.0,62.0,115.0,52.0,72.0,25.0,22.0,41,115,36,109,0.0034136885245554804,0.0034136885245554804
94,2017-0301,Auckland,R16,104898,Robin Haase,103970,David Ferrer,58.0,795.0,21.0,1785.0,11.0,4.0,2.0,2.0,104.0,48.0,66.0,98.0,52.0,72.0,21.0,13.0,33,98,35,104,-0.03806572574779904,-0.03806572574779904
95,2017-0301,Auckland,R16,105311,Joao Sousa,105454,Brydan Klein,44.0,1030.0,324.0,148.0,3.0,5.0,3.0,6.0,58.0,25.0,33.0,51.0,19.0,27.0,13.0,7.0,25,51,20,58,0.09605146406388643,0.09605146406388643
96,2017-0301,Auckland,R16,106058,Jack Sock,105992,Ryan Harrison,23.0,1710.0,89.0,632.0,11.0,17.0,6.0,1.0,105.0,42.0,61.0,87.0,47.0,61.0,25.0,8.0,32,87,38,105,0.028497635543837774,0.028497635543837774
97,2017-0301,Auckland,R16,105449,Steve Johnson,104229,Yen Hsun Lu,33.0,1320.0,61.0,774.0,5.0,4.0,4.0,2.0,64.0,31.0,33.0,61.0,30.0,36.0,21.0,18.0,13,61,12,64,-0.05654042948674892,-0.05654042948674892
98,2017-0301,Auckland,R16,104545,John Isner,104291,Malek Jaziri,19.0,1850.0,56.0,814.0,22.0,15.0,0.0,6.0,87.0,55.0,68.0,95.0,44.0,54.0,13.0,24.0,27,95,19,87,-0.04000177341262001,-0.04000177341262001
99,2017-0301,Auckland,R32,106210,Jiri Vesely,104547,Horacio Zeballos,54.0,848.0,69.0,725.0,10.0,5.0,6.0,2.0,64.0,34.0,45.0,52.0,18.0,28.0,8.0,15.0,19,52,22,64,-0.01555436145170258,-0.01555436145170258
100,2017-0301,Auckland,R32,104460,Dustin Brown,111581,Michael Mmoh,70.0,718.0,195.0,285.0,12.0,11.0,3.0,2.0,114.0,47.0,70.0,90.0,44.0,57.0,28.0,20.0,26,90,39,114,-0.014814814814814836,-0.014814814814814836
101,2017-0301,Auckland,R32,104571,Marcos Baghdatis,105173,Adrian Mannarino,36.0,1140.0,60.0,781.0,7.0,3.0,1.0,1.0,68.0,23.0,29.0,65.0,22.0,40.0,21.0,15.0,28,65,24,68,-0.014517512502459362,-0.014517512502459362
102,2017-0301,Auckland,R32,104898,Robin Haase,110686,Finn Tearney,58.0,795.0,447.0,90.0,13.0,3.0,3.0,3.0,69.0,26.0,33.0,66.0,23.0,39.0,17.0,14.0,29,66,26,69,,
103,2017-0301,Auckland,R32,105454,Brydan Klein,105487,Facundo Bagnis,324.0,148.0,55.0,817.0,14.0,6.0,3.0,9.0,101.0,54.0,63.0,104.0,47.0,70.0,18.0,17.0,40,104,29,101,,
104,2017-0301,Auckland,R32,105311,Joao Sousa,105077,Albert Ramos,44.0,1030.0,26.0,1435.0,3.0,3.0,3.0,3.0,54.0,27.0,34.0,59.0,20.0,33.0,11.0,12.0,27,59,16,54,-0.04193675632458399,-0.04193675632458399
105,2017-0301,Auckland,R32,103852,Feliciano Lopez,105030,Michael Venus,28.0,1410.0,1035.0,10.0,11.0,8.0,4.0,3.0,87.0,41.0,47.0,92.0,40.0,55.0,17.0,18.0,34,92,29,87,,
