,tourney_id,tourney_name,round,winner_id,winner_name,loser_id,loser_name,winner_rank,winner_rank_points,loser_rank,loser_rank_points,w_ace,l_ace,w_df,l_df,w_svpt,w_1stWon,w_1stIn,l_svpt,l_1stWon,l_1stIn,w_2ndWon,l_2ndWon,w_ret_w,w_ret_tot,l_ret_w,l_ret_tot,WRP,WRP2
340,2017-0407,Rotterdam,R32,105777,Grigor Dimitrov,104999,Mischa Zverev,12.0,2925.0,34.0,1238.0,11.0,4.0,4.0,2.0,98.0,55.0,75.0,103.0,48.0,64.0,13.0,12.0,43,103,30,98,0.06563282361189354,0.06563282361189354
341,2017-0407,Rotterdam,R32,104797,Denis Istomin,105379,Aljaz Bedene,76.0,668.0,105.0,567.0,2.0,6.0,0.0,1.0,64.0,34.0,43.0,65.0,28.0,42.0,12.0,10.0,27,65,18,64,-0.019852089056541455,-0.019852089056541455
342,2017-0407,Rotterdam,R32,104898,Robin Haase,104252,Florian Mayer,57.0,808.0,46.0,913.0,12.0,9.0,5.0,2.0,78.0,40.0,49.0,107.0,45.0,68.0,18.0,23.0,39,107,20,78,0.006973780321541778,0.006973780321541778
343,2017-0407,Rotterdam,R32,105676,David Goffin,105723,Andrey Kuznetsov,11.0,3035.0,54.0,835.0,6.0,2.0,2.0,2.0,52.0,27.0,37.0,58.0,20.0,37.0,8.0,10.0,28,58,17,52,0.026187901770779898,0.026187901770779898
344,2017-0407,Rotterdam,R32,105539,Evgeny Donskoy,104719,Marcel Granollers,132.0,446.0,40.0,1068.0,6.0,3.0,1.0,2.0,59.0,35.0,40.0,66.0,25.0,38.0,10.0,16.0,25,66,14,59,,
345,2017-0407,Rotterdam,R32,105732,Pierre Hugues Herbert,103852,Feliciano Lopez,109.0,530.0,31.0,1330.0,13.0,8.0,5.0,3.0,90.0,44.0,57.0,72.0,45.0,50.0,22.0,13.0,14,72,24,90,0.007035947016671984,0.007035947016671984
346,2017-0407,Rotterdam,R32,104468,Gilles Simon,103917,Nicolas Mahut,24.0,1470.0,52.0,850.0,9.0,12.0,1.0,2.0,91.0,35.0,44.0,94.0,45.0,61.0,25.0,16.0,33,94,31,91,0.0849998846448749,0.0849998846448749
347,2017-0407,Rotterdam,R32,106233,Dominic Thiem,100644,Alexander Zverev,8.0,3405.0,18.0,1895.0,6.0,7.0,0.0,1.0,79.0,37.0,48.0,85.0,36.0,59.0,15.0,16.0,33,85,27,79,-0.011067634684204686,-0.011067634684204686
348,2017-0499,Delray Beach,SF,105683,Milos Raonic,105223,Juan Martin Del Potro,4.0,4930.0,42.0,1020.0,17.0,4.0,2.0,0.0,68.0,35.0,42.0,76.0,31.0,47.0,14.0,15.0,30,76,19,68,-0.05466510374284356,-0.05466510374284356
349,2017-0499,Delray Beach,SF,106058,Jack Sock,105385,Donald Young,21.0,1855.0,69.0,726.0,7.0,3.0,4.0,3.0,65.0,27.0,31.0,74.0,31.0,42.0,20.0,14.0,29,74,18,65,0.05852854119522721,0.05852854119522721
350,2017-0499,Delray Beach,QF,105683,Milos Raonic,106378,Kyle Edmund,4.0,4930.0,49.0,898.0,10.0,4.0,2.0,3.0,74.0,45.0,50.0,78.0,43.0,53.0,14.0,13.0,22,78,15,74,-0.035251522781639844,-0.035251522781639844
351,2017-0499,Delray Beach,QF,105223,Juan Martin Del Potro,105023,Sam Querrey,42.0,1020.0,35.0,1135.0,8.0,16.0,2.0,3.0,69.0,39.0,45.0,64.0,30.0,33.0,10.0,14.0,20,64,20,69,0.023252938481040597,0.023252938481040597
352,2017-0499,Delray Beach,QF,106058,Jack Sock,105449,Steve Johnson,21.0,1855.0,26.0,1370.0,7.0,2.0,1.0,6.0,65.0,30.0,42.0,70.0,33.0,46.0,13.0,10.0,27,70,22,65,0.016822891843461196,0.016822891843461196
353,2017-0499,Delray Beach,R16,105683,Milos Raonic,106432,Borna Coric,4.0,4930.0,59.0,795.0,12.0,4.0,4.0,4.0,60.0,33.0,37.0,69.0,29.0,37.0,12.0,13.0,27,69,15,60,-0.0010185543889570936,-0.0010185543889570936
354,2017-0499,Delray Beach,R16,106378,Kyle Edmund,104229,Yen Hsun Lu,49.0,898.0,63.0,780.0,9.0,3.0,2.0,4.0,76.0,35.0,40.0,77.0,26.0,36.0,19.0,23.0,28,77,22,76,0.06890625713619469,0.06890625713619469
355,2017-0499,Delray Beach,R16,105023,Sam Querrey,111577,Jared Donaldson,35.0,1135.0,100.0,594.0,13.0,1.0,0.0,2.0,45.0,24.0,25.0,52.0,22.0,31.0,13.0,7.0,23,52,8,45,-0.012014912835702607,-0.012014912835702607
356,2017-0499,Delray Beach,R16,105223,Juan Martin Del Potro,106000,Damir Dzumhur,42.0,1020.0,79.0,662.0,9.0,6.0,6.0,3.0,93.0,51.0,65.0,109.0,47.0,71.0,12.0,18.0,44,109,30,93,-0.006770521122761608,-0.006770521122761608
357,2017-0499,Delray Beach,R16,105449,Steve Johnson,106415,Yoshihito Nishioka,26.0,1370.0,91.0,609.0,4.0,0.0,1.0,4.0,44.0,19.0,21.0,54.0,21.0,36.0,14.0,8.0,25,54,11,44,0.012756109861428333,0.012756109861428333
358,2017-0499,Delray Beach,R16,106058,Jack Sock,104198,Guillermo Garcia Lopez,21.0,1855.0,99.0,595.0,4.0,3.0,3.0,4.0,65.0,31.0,40.0,52.0,16.0,22.0,11.0,10.0,26,52,23,65,0.08000379030270122,0.08000379030270122
359,2017-0499,Delray Beach,R16,104327,Steve Darcis,105932,Nikoloz Basilashvili,57.0,842.0,53.0,858.0,6.0,2.0,1.0,3.0,64.0,27.0,44.0,89.0,33.0,58.0,10.0,10.0,46,89,27,64,-0.025999780904065295,-0.025999780904065295
360,2017-0499,Delray Beach,R16,105385,Donald Young,126203,Taylor Harry Fritz,69.0,726.0,112.0,516.0,5.0,9.0,12.0,1.0,112.0,45.0,67.0,75.0,32.0,42.0,23.0,19.0,24,75,44,112,-0.07266754888093668,-0.07266754888093668
361,2017-0499,Delray Beach,R32,105683,Milos Raonic,105065,Tim Smyczek,4.0,4930.0,164.0,345.0,10.0,5.0,2.0,1.0,49.0,26.0,29.0,42.0,15.0,25.0,13.0,11.0,16,42,10,49,,
362,2017-0499,Delray Beach,R32,106432,Borna Coric,105053,Santiago Giraldo,59.0,795.0,103.0,567.0,8.0,0.0,4.0,1.0,57.0,26.0,32.0,49.0,22.0,28.0,13.0,6.0,21,49,18,57,0.0260925374359659,0.0260925374359659
363,2017-0499,Delray Beach,R32,104229,Yen Hsun Lu,106216,Bjorn Fratangelo,63.0,780.0,109.0,527.0,10.0,5.0,5.0,7.0,89.0,38.0,50.0,116.0,43.0,64.0,19.0,23.0,50,116,32,89,0.11919495754658938,0.11919495754658938
364,2017-0499,Delray Beach,R32,106378,Kyle Edmund,105173,Adrian Mannarino,49.0,898.0,60.0,791.0,5.0,0.0,0.0,5.0,50.0,20.0,28.0,59.0,16.0,27.0,15.0,13.0,30,59,15,50,-0.03479029224971675,-0.03479029224971675
365,2017-0499,Delray Beach,R32,105023,Sam Querrey,104534,Dudi Sela,35.0,1135.0,74.0,686.0,1.0,1.0,1.0,0.0,37.0,10.0,17.0,47.0,14.0,28.0,13.0,8.0,25,47,14,37,0.00875167285410533,0.00875167285410533
366,2017-0499,Delray Beach,R32,111577,Jared Donaldson,105062,Mikhail Kukushkin,100.0,594.0,78.0,663.0,12.0,5.0,6.0,0.0,126.0,52.0,73.0,99.0,42.0,53.0,22.0,20.0,37,99,52,126,0.07995770272846753,0.07995770272846753
367,2017-0499,Delray Beach,R32,106000,Damir Dzumhur,104505,Konstantin Kravchuk,79.0,662.0,95.0,604.0,1.0,3.0,2.0,2.0,50.0,26.0,36.0,55.0,21.0,34.0,9.0,8.0,26,55,15,50,0.0364878454149008,0.0364878454149008
368,2017-0499,Delray Beach,R32,105223,Juan Martin Del Potro,104731,Kevin Anderson,42.0,1020.0,75.0,680.0,5.0,9.0,4.0,1.0,55.0,27.0,32.0,58.0,28.0,37.0,14.0,11.0,19,58,14,55,0.04480334475710607,0.04480334475710607
369,2017-0499,Delray Beach,R32,105449,Steve Johnson,111578,Stefan Kozlov,26.0,1370.0,115.0,496.0,7.0,4.0,4.0,6.0,54.0,23.0,30.0,60.0,18.0,33.0,10.0,11.0,31,60,21,54,-0.007899994742100014,-0.007899994742100014
370,2017-0499,Delray Beach,R32,106415,Yoshihito Nishioka,106293,Kimmer Coppejans,91.0,609.0,204.0,269.0,2.0,3.0,4.0,3.0,54.0,27.0,32.0,45.0,16.0,23.0,11.0,9.0,20,45,16,54,,
371,2017-0499,Delray Beach,R32,104198,Guillermo Garcia Lopez,104460,Dustin Brown,99.0,595.0,84.0,651.0,3.0,3.0,4.0,7.0,56.0,23.0,27.0,54.0,22.0,30.0,17.0,10.0,22,54,16,56,-0.045587408012458,-0.045587408012458
372,2017-0499,Delray Beach,R32,106058,Jack Sock,105430,Radu Albot,21.0,1855.0,89.0,623.0,8.0,1.0,2.0,2.0,67.0,35.0,48.0,65.0,27.0,42.0,13.0,14.0,24,65,19,67,0.038150364864704744,0.038150364864704744
373,2017-0499,Delray Beach,R32,104327,Steve Darcis,106071,Bernard Tomic,57.0,842.0,31.0,1285.0,5.0,7.0,2.0,1.0,71.0,32.0,41.0,79.0,33.0,50.0,15.0,12.0,34,79,24,71,0.04805775779875199,0.04805775779875199
374,2017-0499,Delray Beach,R32,105932,Nikoloz Basilashvili,103163,Tommy Haas,53.0,858.0,1024.0,10.0,6.0,3.0,3.0,10.0,108.0,53.0,79.0,111.0,40.0,60.0,18.0,29.0,42,111,37,108,-0.036006789955282614,-0.036006789955282614
375,2017-0499,Delray Beach,R32,126203,Taylor Harry Fritz,117361,Akira Santillan,112.0,516.0,193.0,289.0,4.0,2.0,2.0,3.0,52.0,22.0,29.0,61.0,20.0,29.0,15.0,16.0,25,61,15,52,,
376,2017-0499,Delray Beach,R32,105385,Donald Young,103333,Ivo Karlovic,69.0,726.0,20.0,1875.0,2.0,19.0,4.0,8.0,73.0,42.0,49.0,73.0,38.0,43.0,14.0,16.0,19,73,17,73,0.027630765999300533,0.027630765999300533
377,2017-0496,Marseille,F,104542,Jo Wilfried Tsonga,106298,Lucas Pouille,11.0,3230.0,17.0,2131.0,7.0,4.0,0.0,1.0,46.0,30.0,33.0,58.0,25.0,34.0,10.0,12.0,21,58,6,46,0.0308786560617218,0.0308786560617218
378,2017-0496,Marseille,SF,106298,Lucas Pouille,104755,Richard Gasquet,17.0,2131.0,19.0,1875.0,12.0,0.0,3.0,0.0,70.0,32.0,41.0,67.0,25.0,37.0,15.0,14.0,28,67,23,70,-0.07379762204104034,-0.07379762204104034
379,2017-0496,Marseille,SF,104542,Jo Wilfried Tsonga,106401,Nick Kyrgios,11.0,3230.0,16.0,2165.0,7.0,16.0,2.0,3.0,95.0,48.0,64.0,99.0,52.0,64.0,17.0,15.0,32,99,30,95,0.03334134047833848,0.03334134047833848
380,2017-0496,Marseille,QF,104755,Richard Gasquet,104792,Gael Monfils,19.0,1875.0,12.0,3145.0,2.0,16.0,0.0,8.0,102.0,42.0,63.0,101.0,42.0,66.0,22.0,15.0,44,101,38,102,0.06714405700825732,0.06714405700825732
381,2017-0496,Marseille,QF,106298,Lucas Pouille,106421,Daniil Medvedev,17.0,2131.0,64.0,779.0,15.0,10.0,1.0,3.0,68.0,40.0,45.0,90.0,46.0,62.0,14.0,11.0,33,90,14,68,0.03793295018153425,0.03793295018153425
382,2017-0496,Marseille,QF,106401,Nick Kyrgios,105613,Norbert Gombos,16.0,2165.0,128.0,455.0,15.0,3.0,1.0,4.0,42.0,29.0,31.0,74.0,32.0,48.0,7.0,8.0,34,74,6,42,0.06233576460565304,0.06233576460565304
383,2017-0496,Marseille,QF,104542,Jo Wilfried Tsonga,104468,Gilles Simon,11.0,3230.0,23.0,1495.0,8.0,6.0,0.0,1.0,47.0,24.0,33.0,58.0,21.0,32.0,11.0,11.0,26,58,12,47,-0.0076997321319120515,-0.0076997321319120515
384,2017-0496,Marseille,R16,104792,Gael Monfils,104660,Sergiy Stakhovsky,12.0,3145.0,107.0,535.0,8.0,0.0,0.0,1.0,40.0,23.0,28.0,51.0,17.0,28.0,9.0,10.0,24,51,8,40,0.05925676401438629,0.05925676401438629
385,2017-0496,Marseille,R16,104755,Richard Gasquet,104022,Mikhail Youzhny,19.0,1875.0,87.0,631.0,8.0,6.0,1.0,3.0,56.0,31.0,37.0,69.0,35.0,44.0,12.0,5.0,29,69,13,56,0.012614667971398486,0.012614667971398486
386,2017-0496,Marseille,R16,106298,Lucas Pouille,105379,Aljaz Bedene,17.0,2131.0,102.0,577.0,16.0,5.0,2.0,3.0,65.0,33.0,40.0,70.0,28.0,40.0,13.0,15.0,27,70,19,65,0.05125602481352559,0.05125602481352559
387,2017-0496,Marseille,R16,106421,Daniil Medvedev,105526,Jan Lennard Struff,64.0,779.0,62.0,786.0,6.0,9.0,3.0,4.0,94.0,43.0,59.0,80.0,41.0,48.0,24.0,20.0,19,80,27,94,-0.0569877680778938,-0.0569877680778938
388,2017-0496,Marseille,R16,105613,Norbert Gombos,103917,Nicolas Mahut,128.0,455.0,54.0,850.0,12.0,5.0,13.0,3.0,134.0,63.0,88.0,103.0,39.0,54.0,18.0,27.0,37,103,53,134,,
389,2017-0496,Marseille,R16,106401,Nick Kyrgios,104291,Malek Jaziri,16.0,2165.0,47.0,908.0,12.0,4.0,1.0,4.0,44.0,29.0,31.0,54.0,19.0,26.0,7.0,11.0,24,54,8,44,0.029527496232865047,0.029527496232865047
390,2017-0496,Marseille,R16,104468,Gilles Simon,103898,Julien Benneteau,23.0,1495.0,120.0,482.0,7.0,8.0,1.0,1.0,83.0,36.0,52.0,85.0,39.0,57.0,18.0,10.0,36,85,29,83,0.0072598680030359075,0.0072598680030359075
391,2017-0496,Marseille,R16,104542,Jo Wilfried Tsonga,105011,Illya Marchenko,11.0,3230.0,93.0,604.0,9.0,2.0,4.0,1.0,66.0,36.0,42.0,52.0,20.0,26.0,8.0,10.0,22,52,22,66,0.08206591733989,0.08206591733989
392,2017-0496,Marseille,R32,104660,Sergiy Stakhovsky,106210,Jiri Vesely,107.0,535.0,55.0,848.0,6.0,3.0,2.0,4.0,56.0,27.0,34.0,54.0,23.0,34.0,13.0,9.0,22,54,16,56,-0.04854160438881355,-0.04854160438881355
393,2017-0496,Marseille,R32,104022,Mikhail Youzhny,126774,Stefanos Tsitsipas,87.0,631.0,205.0,268.0,3.0,7.0,7.0,0.0,86.0,38.0,51.0,104.0,36.0,56.0,19.0,22.0,46,104,29,86,0.08184136530500663,0.08184136530500663
394,2017-0496,Marseille,R32,104755,Richard Gasquet,104898,Robin Haase,19.0,1875.0,58.0,833.0,4.0,14.0,2.0,2.0,88.0,49.0,59.0,81.0,38.0,52.0,12.0,11.0,32,81,27,88,0.0012906766840584671,0.0012906766840584671
395,2017-0496,Marseille,R32,105379,Aljaz Bedene,103908,Paul Henri Mathieu,102.0,577.0,101.0,578.0,20.0,7.0,0.0,2.0,64.0,33.0,38.0,84.0,35.0,50.0,17.0,18.0,31,84,14,64,,
396,2017-0496,Marseille,R32,105526,Jan Lennard Struff,104871,Jeremy Chardy,62.0,786.0,77.0,670.0,10.0,11.0,2.0,4.0,60.0,31.0,36.0,67.0,31.0,43.0,14.0,11.0,25,67,15,60,-0.012335594733159705,-0.012335594733159705
397,2017-0496,Marseille,R32,106421,Daniil Medvedev,105332,Benoit Paire,64.0,779.0,41.0,1040.0,6.0,12.0,8.0,9.0,134.0,67.0,96.0,115.0,45.0,54.0,13.0,26.0,44,115,54,134,-0.030009355921439163,-0.030009355921439163
398,2017-0496,Marseille,R32,103917,Nicolas Mahut,100644,Alexander Zverev,54.0,850.0,18.0,1895.0,4.0,10.0,1.0,2.0,76.0,37.0,48.0,68.0,35.0,43.0,19.0,17.0,16,68,20,76,-0.06144280954853881,-0.06144280954853881
399,2017-0496,Marseille,R32,105613,Norbert Gombos,105539,Evgeny Donskoy,128.0,455.0,117.0,491.0,5.0,0.0,0.0,1.0,40.0,26.0,30.0,68.0,21.0,44.0,4.0,9.0,38,68,10,40,0.10450858571615473,0.10450858571615473
400,2017-0496,Marseille,R32,104291,Malek Jaziri,105723,Andrey Kuznetsov,47.0,908.0,61.0,790.0,2.0,2.0,1.0,3.0,55.0,25.0,31.0,54.0,22.0,30.0,15.0,12.0,20,54,15,55,0.004298134435585854,0.004298134435585854
401,2017-0496,Marseille,R32,104468,Gilles Simon,111575,Karen Khachanov,23.0,1495.0,48.0,904.0,7.0,8.0,4.0,2.0,92.0,49.0,63.0,82.0,33.0,44.0,16.0,21.0,28,82,27,92,-0.008826763138229998,-0.008826763138229998
402,2017-0496,Marseille,R32,103898,Julien Benneteau,133430,Denis Shapovalov,120.0,482.0,255.0,205.0,5.0,16.0,0.0,4.0,48.0,29.0,32.0,72.0,29.0,43.0,15.0,15.0,28,72,4,48,-0.0762069468379129,-0.0762069468379129
403,2017-0496,Marseille,R32,105011,Illya Marchenko,126094,Andrey Rublev,93.0,604.0,111.0,518.0,6.0,5.0,3.0,2.0,66.0,32.0,44.0,71.0,27.0,36.0,13.0,12.0,32,71,21,66,,
404,2017-6932,Rio De Janeiro,F,106233,Dominic Thiem,105807,Pablo Carreno Busta,8.0,3375.0,24.0,1495.0,7.0,0.0,1.0,0.0,61.0,22.0,33.0,68.0,33.0,50.0,20.0,7.0,28,68,19,61,0.019898532128404867,0.019898532128404867
405,2017-6932,Rio De Janeiro,SF,105807,Pablo Carreno Busta,134770,Casper Ruud,24.0,1495.0,208.0,258.0,3.0,3.0,4.0,7.0,78.0,37.0,50.0,99.0,39.0,57.0,9.0,13.0,47,99,32,78,0.0651321186089232,0.0651321186089232
406,2017-6932,Rio De Janeiro,SF,106233,Dominic Thiem,105077,Albert Ramos,8.0,3375.0,25.0,1400.0,2.0,1.0,3.0,1.0,53.0,21.0,31.0,58.0,21.0,36.0,12.0,7.0,30,58,20,53,0.03813063642833053,0.03813063642833053
407,2017-6932,Rio De Janeiro,QF,134770,Casper Ruud,106329,Thiago Monteiro,208.0,258.0,85.0,645.0,7.0,5.0,2.0,1.0,56.0,33.0,41.0,67.0,34.0,45.0,12.0,10.0,23,67,11,56,-0.017864833892856202,-0.017864833892856202
408,2017-6932,Rio De Janeiro,QF,105807,Pablo Carreno Busta,105238,Alexandr Dolgopolov,24.0,1495.0,50.0,875.0,6.0,5.0,1.0,6.0,88.0,42.0,61.0,91.0,28.0,44.0,12.0,27.0,36,91,34,88,-0.006400992926723692,-0.006400992926723692
409,2017-6932,Rio De Janeiro,QF,105077,Albert Ramos,106044,Nicolas Kicker,25.0,1400.0,123.0,472.0,7.0,2.0,0.0,2.0,54.0,27.0,31.0,43.0,16.0,20.0,12.0,11.0,16,43,15,54,-0.01600516346450004,-0.01600516346450004
410,2017-6932,Rio De Janeiro,QF,106233,Dominic Thiem,106043,Diego Sebastian Schwartzman,8.0,3375.0,51.0,865.0,2.0,0.0,2.0,2.0,59.0,17.0,30.0,49.0,12.0,28.0,17.0,7.0,30,49,25,59,-0.055255280412058794,-0.055255280412058794
411,2017-6932,Rio De Janeiro,R16,106329,Thiago Monteiro,105064,Thomaz Bellucci,85.0,645.0,76.0,676.0,8.0,5.0,3.0,2.0,92.0,41.0,54.0,87.0,40.0,55.0,21.0,20.0,27,87,30,92,-0.047902373530460285,-0.047902373530460285
412,2017-6932,Rio De Janeiro,R16,134770,Casper Ruud,106148,Roberto Carballes Baena,208.0,258.0,132.0,446.0,10.0,7.0,2.0,3.0,111.0,49.0,64.0,118.0,51.0,72.0,27.0,26.0,41,118,35,111,-0.0949663910247111,-0.0949663910247111
413,2017-6932,Rio De Janeiro,R16,105807,Pablo Carreno Busta,103607,Victor Estrella,24.0,1495.0,94.0,604.0,4.0,1.0,1.0,1.0,73.0,39.0,51.0,71.0,24.0,37.0,12.0,20.0,27,71,22,73,-0.030444964871194413,-0.030444964871194413
414,2017-6932,Rio De Janeiro,R16,105238,Alexandr Dolgopolov,104547,Horacio Zeballos,50.0,875.0,73.0,686.0,13.0,11.0,1.0,2.0,88.0,46.0,53.0,105.0,42.0,62.0,20.0,28.0,35,105,22,88,0.02256163313010673,0.02256163313010673
415,2017-6932,Rio De Janeiro,R16,105077,Albert Ramos,104926,Fabio Fognini,25.0,1400.0,45.0,955.0,4.0,0.0,2.0,5.0,60.0,22.0,36.0,46.0,14.0,24.0,15.0,8.0,24,46,23,60,0.026435772429928284,0.026435772429928284
416,2017-6932,Rio De Janeiro,R16,106044,Nicolas Kicker,105963,Arthur De Greef,123.0,472.0,138.0,421.0,3.0,1.0,1.0,3.0,55.0,26.0,34.0,51.0,24.0,37.0,13.0,6.0,21,51,16,55,0.019610040340654444,0.019610040340654444
417,2017-6932,Rio De Janeiro,R16,106043,Diego Sebastian Schwartzman,105643,Federico Delbonis,51.0,865.0,52.0,860.0,2.0,2.0,3.0,4.0,74.0,33.0,46.0,83.0,30.0,54.0,17.0,15.0,38,83,24,74,0.052328190885188086,0.052328190885188086
418,2017-6932,Rio De Janeiro,R16,106233,Dominic Thiem,105583,Dusan Lajovic,8.0,3375.0,97.0,597.0,0.0,0.0,1.0,0.0,64.0,28.0,35.0,51.0,23.0,33.0,18.0,9.0,19,51,18,64,0.07334344168704293,0.07334344168704293
419,2017-6932,Rio De Janeiro,R32,105064,Thomaz Bellucci,105453,Kei Nishikori,76.0,676.0,5.0,4730.0,3.0,3.0,3.0,0.0,54.0,25.0,32.0,56.0,22.0,35.0,12.0,11.0,23,56,17,54,-0.01249159025554275,-0.01249159025554275
420,2017-6932,Rio De Janeiro,R32,106329,Thiago Monteiro,105671,Gastao Elias,85.0,645.0,86.0,641.0,1.0,2.0,4.0,3.0,92.0,42.0,54.0,92.0,35.0,42.0,22.0,28.0,29,92,28,92,0.006217971884413642,0.006217971884413642
421,2017-6932,Rio De Janeiro,R32,134770,Casper Ruud,104297,Rogerio Dutra Silva,208.0,258.0,88.0,628.0,4.0,8.0,2.0,5.0,63.0,29.0,37.0,60.0,25.0,33.0,14.0,13.0,22,60,20,63,-0.09787810896811472,-0.09787810896811472
422,2017-6932,Rio De Janeiro,R32,106148,Roberto Carballes Baena,105311,Joao Sousa,132.0,446.0,39.0,1055.0,1.0,2.0,0.0,2.0,36.0,21.0,23.0,57.0,18.0,26.0,11.0,10.0,29,57,4,36,0.02078934536037441,0.02078934536037441
423,2017-6932,Rio De Janeiro,R32,105807,Pablo Carreno Busta,105154,Joao Souza,24.0,1495.0,131.0,449.0,1.0,4.0,3.0,5.0,49.0,28.0,33.0,45.0,19.0,28.0,11.0,5.0,21,45,10,49,,
424,2017-6932,Rio De Janeiro,R32,103607,Victor Estrella,105550,Guido Pella,94.0,604.0,162.0,350.0,2.0,3.0,2.0,4.0,70.0,27.0,35.0,61.0,23.0,38.0,18.0,10.0,28,61,25,70,-0.05231489110905124,-0.05231489110905124
425,2017-6932,Rio De Janeiro,R32,104547,Horacio Zeballos,104122,Carlos Berlocq,73.0,686.0,66.0,746.0,1.0,2.0,1.0,3.0,46.0,21.0,25.0,63.0,17.0,31.0,13.0,18.0,28,63,12,46,-0.010695434549793326,-0.010695434549793326
426,2017-6932,Rio De Janeiro,R32,105238,Alexandr Dolgopolov,103970,David Ferrer,50.0,875.0,29.0,1310.0,5.0,1.0,5.0,5.0,71.0,22.0,31.0,54.0,20.0,28.0,21.0,10.0,24,54,28,71,-0.05124956304775896,-0.05124956304775896
427,2017-6932,Rio De Janeiro,R32,105077,Albert Ramos,103565,Stephane Robert,25.0,1400.0,80.0,660.0,2.0,1.0,2.0,2.0,43.0,20.0,23.0,43.0,9.0,19.0,12.0,9.0,25,43,11,43,-0.027658044438784612,-0.027658044438784612
428,2017-6932,Rio De Janeiro,R32,104926,Fabio Fognini,103990,Tommy Robredo,45.0,955.0,471.0,82.0,1.0,1.0,1.0,3.0,50.0,17.0,25.0,56.0,18.0,35.0,18.0,9.0,29,56,15,50,-0.030963765435884694,-0.030963765435884694
429,2017-6932,Rio De Janeiro,R32,106044,Nicolas Kicker,106065,Marco Cecchinato,123.0,472.0,194.0,288.0,2.0,2.0,1.0,2.0,56.0,25.0,35.0,56.0,21.0,34.0,16.0,10.0,25,56,15,56,0.026713124274099886,0.026713124274099886
430,2017-6932,Rio De Janeiro,R32,105963,Arthur De Greef,104655,Pablo Cuevas,138.0,421.0,30.0,1290.0,3.0,5.0,1.0,4.0,91.0,42.0,59.0,97.0,30.0,45.0,19.0,32.0,35,97,30,91,-0.10909090909090913,-0.10909090909090913
431,2017-6932,Rio De Janeiro,R32,105643,Federico Delbonis,103893,Paolo Lorenzi,52.0,860.0,40.0,1052.0,3.0,3.0,4.0,4.0,99.0,48.0,66.0,76.0,23.0,31.0,17.0,25.0,28,76,34,99,-0.014727422879691754,-0.014727422879691754
432,2017-6932,Rio De Janeiro,R32,106043,Diego Sebastian Schwartzman,105952,Renzo Olivo,51.0,865.0,92.0,605.0,2.0,3.0,3.0,5.0,77.0,29.0,49.0,122.0,37.0,73.0,16.0,25.0,60,122,32,77,0.15534705726840042,0.15534705726840042
433,2017-6932,Rio De Janeiro,R32,105583,Dusan Lajovic,105487,Facundo Bagnis,97.0,597.0,82.0,657.0,2.0,1.0,1.0,3.0,61.0,29.0,40.0,58.0,19.0,28.0,12.0,14.0,25,58,20,61,0.041525325788405676,0.041525325788405676
434,2017-6932,Rio De Janeiro,R32,106233,Dominic Thiem,104386,Janko Tipsarevic,8.0,3375.0,96.0,603.0,7.0,0.0,0.0,2.0,59.0,33.0,37.0,66.0,18.0,29.0,11.0,21.0,27,66,15,59,0.1163097120824006,0.1163097120824006
435,2017-M004,Acapulco,F,105023,Sam Querrey,104745,Rafael Nadal,40.0,1000.0,6.0,4115.0,19.0,1.0,2.0,2.0,75.0,39.0,48.0,61.0,30.0,42.0,17.0,12.0,19,61,19,75,-0.09879185928815554,-0.09879185928815554
436,2017-M004,Acapulco,SF,105023,Sam Querrey,106401,Nick Kyrgios,40.0,1000.0,17.0,2075.0,13.0,11.0,2.0,0.0,85.0,37.0,48.0,74.0,33.0,48.0,19.0,14.0,27,74,29,85,-0.010170244567352105,-0.010170244567352105
437,2017-M004,Acapulco,SF,104745,Rafael Nadal,105227,Marin Cilic,6.0,4115.0,8.0,3410.0,3.0,6.0,0.0,2.0,57.0,27.0,40.0,47.0,14.0,23.0,11.0,9.0,24,47,19,57,0.04256717665787263,0.04256717665787263
438,2017-M004,Acapulco,QF,106401,Nick Kyrgios,104925,Novak Djokovic,17.0,2075.0,2.0,9735.0,25.0,2.0,1.0,2.0,73.0,43.0,53.0,70.0,35.0,46.0,15.0,17.0,18,70,15,73,0.008397705812682066,0.008397705812682066
439,2017-M004,Acapulco,QF,105023,Sam Querrey,106233,Dominic Thiem,40.0,1000.0,9.0,3375.0,7.0,7.0,3.0,2.0,58.0,25.0,28.0,49.0,22.0,34.0,15.0,5.0,22,49,18,58,-0.04032580553829279,-0.04032580553829279
440,2017-M004,Acapulco,QF,104745,Rafael Nadal,106415,Yoshihito Nishioka,6.0,4115.0,86.0,621.0,5.0,0.0,4.0,4.0,70.0,34.0,42.0,70.0,30.0,48.0,13.0,11.0,29,70,23,70,0.09554966382457342,0.09554966382457342
441,2017-M004,Acapulco,R16,104925,Novak Djokovic,105223,Juan Martin Del Potro,2.0,9735.0,32.0,1110.0,7.0,3.0,1.0,3.0,93.0,39.0,59.0,85.0,36.0,53.0,17.0,13.0,36,85,37,93,0.034649169533238044,0.034649169533238044
442,2017-M004,Acapulco,R16,106401,Nick Kyrgios,105385,Donald Young,17.0,2075.0,63.0,771.0,7.0,4.0,7.0,3.0,57.0,29.0,37.0,49.0,21.0,30.0,11.0,7.0,21,49,17,57,0.06274307823979064,0.06274307823979064
