,RANK,FS,W1SP,W2SP,WSP,WRP,TPW,TMW,ACES,DF,BP,COMPLETE,SERVEADV,winner,player1,player2
2200,-25.0,0.11282051282051286,0.0630952380952381,0.06459627329192547,0.08820512820512816,-0.050674675790554465,0.0714285714285714,1.0,0.0,-0.13043478260869565,-0.16666666666666669,-0.00289795130291412,-0.00289795130291412,1,Donald Young,Jeremy Chardy
2201,-76.0,0.06871564217891046,0.0757575757575758,-0.12,0.017741129435282388,0.028842745198081114,0.055118110236220375,1.0,0.18181818181818182,0.0,0.5,0.02704369561370165,0.02704369561370165,1,David Goffin,Evgeny Donskoy
2202,-148.0,-0.008007232338886783,0.007389162561576401,0.12903225806451607,0.04843084075939552,0.0,0.045454545454545414,1.0,0.04,-0.08,0.3666666666666667,0.0,0.0,1,Steve Darcis,Ze Zhang
2203,-10.0,0.05306122448979589,0.11553030303030298,0.32352941176470584,0.19814471243042675,-0.07958125895110135,0.17307692307692313,1.0,-0.3157894736842105,-0.10526315789473684,0.0,0.009572233039707112,0.009572233039707112,1,Lukas Lacko,Marcel Granollers
2204,-150.0,0.02622950819672132,0.1610389610389611,0.12937062937062938,0.15350223546944863,-0.029518038239206786,0.13793103448275867,1.0,0.36363636363636365,0.0,0.07142857142857145,0.03540629194667569,0.03540629194667569,1,Damir Dzumhur,John Millman
2205,-66.0,-0.03595274781715463,0.18617614269788174,0.3,0.2136620441705186,0.07952178244724213,0.19999999999999996,1.0,0.2631578947368421,-0.2631578947368421,0.0,0.09998843085074831,0.09998843085074831,1,Dudi Sela,Matthew Ebden
2206,-5.0,-0.0399159663865547,-0.2914438502673796,-0.035353535353535304,-0.20938375350140048,0.23040674603174605,-0.19626168224299056,-1.0,-0.8888888888888888,0.05555555555555555,0.0,0.07025535908807976,0.07025535908807976,0,Nicolas Kicker,Sergiy Stakhovsky
2207,-173.0,0.17022149302707135,0.12016718913270641,0.34615384615384615,0.2280557834290402,0.1705069124423963,0.19191919191919182,1.0,0.2631578947368421,-0.10526315789473684,0.0,0.20711998578573507,0.20711998578573507,1,Alexandr Dolgopolov,Lloyd George Muirhead Harris
2208,-51.0,0.07828282828282829,-0.11428571428571432,-0.40993788819875776,-0.2442279942279943,-0.06435922116572074,-0.2149532710280373,-0.0,-0.26666666666666666,-0.13333333333333333,-0.5555555555555556,-0.11253140796785635,-0.11253140796785635,0,Joao Sousa,Henri Laaksonen
2209,-3.0,-0.0442558007923034,-0.089622641509434,0.01673101673101668,-0.05546123372948508,0.033429622827996115,-0.05319148936170204,-1.0,-0.39285714285714285,0.07142857142857142,-0.0,0.004070374048964792,0.004070374048964792,0,Malek Jaziri,Marius Copil
2210,-421.0,-0.09418022528160208,-0.15945945945945939,-0.16888045540796964,-0.17428035043804746,0.0,-0.14782608695652177,-1.0,-0.058823529411764705,0.11764705882352941,-0.25454545454545463,0.0,0.0,0,Rogerio Dutra Silva,Zhizhen Zhang
2211,-169.0,-0.11310240963855422,0.04952627045650304,0.09692451071761421,0.06054216867469886,0.0,0.05521472392638027,1.0,-0.04,-0.04,0.08333333333333331,0.0,0.0,1,Donald Young,Nicola Kuhn
2212,-45.0,0.05063291139240511,0.18956521739130427,-0.15778474399164055,0.06329113924050633,0.03683703032929836,0.06329113924050622,1.0,0.34782608695652173,-0.08695652173913043,0.375,0.04172041266765916,0.04172041266765916,1,Jeremy Chardy,Alessandro Giannessi
2213,-75.0,0.030303030303030276,0.0476923076923077,0.0292553191489362,0.042424242424242475,0.0,0.02645502645502651,1.0,-0.1,0.06666666666666667,0.08571428571428574,0.0,0.0,1,Evgeny Donskoy,Akira Santillan
2214,-18.0,0.1763392857142857,0.02528334786399311,0.2759170653907496,0.1763392857142858,0.09303165577402804,0.16666666666666674,0.3333333333333333,-0.4,-0.26666666666666666,0.33333333333333337,0.12305763603529699,0.12305763603529699,1,Rafael Nadal,Nick Kyrgios
2215,-7.0,0.03492063492063491,0.005464480874316946,0.18735632183908046,0.07222222222222219,0.06202445516127698,0.08045977011494254,1.0,-0.34615384615384615,-0.19230769230769232,0.21794871794871795,0.06868670829182688,0.06868670829182688,1,Rafael Nadal,Grigor Dimitrov
2216,-15.0,-0.17011278195488722,-0.10512820512820509,-0.18736383442265803,-0.17230576441102752,-0.01706472341934206,-0.16814159292035402,-0.5,-0.5238095238095238,0.09523809523809523,-0.4,-0.07733051917536204,-0.07733051917536204,0,Alexander Zverev,Nick Kyrgios
2217,-16.0,-0.20628525382755836,0.03534482758620683,0.4214285714285714,0.1345688960515713,0.16454242690041704,0.12056737588652489,1.0,-0.7391304347826086,-0.08695652173913043,0.25,0.1638648533632475,0.1638648533632475,1,Rafael Nadal,John Isner
2218,-5.0,0.08059316569954866,0.044117647058823484,0.0317982456140351,0.0540511497958307,-0.0019272366203931801,0.04663212435233155,1.0,0.25806451612903225,0.0,-0.16666666666666663,0.02066258594056708,0.02066258594056708,1,Grigor Dimitrov,Roberto Bautista Agut
